DATA,COMENTÁRIO,SENTIMENTO
19 de maio de 2019,Muito bom,1
19 de setembro de 2019,Excelentes,1
6 de junho de 2019,Cancelei a assinatura e vi agora que continuou cobrando,0
8 de agosto de 2020, Quero remover minha conta e o ressarcimento do que foi cobrado,0
23 de novembro de 2020,Depois da última atualização o Calendário de dividendos simplesmente não carrega,0
15 de junho de 2020,O calendário de dividendos que mostra a rentabilidade de diversas ações do Brasil e exterior não está funcionando só fica carregando,0
28 de junho de 2018, Corrijam,0
23 de abril de 2020, O problema é que assim que clico no calendário só fica carregando e trava o APP não dá opção para pesquisa no filtro,0
12 de novembro de 2020, 🤦🏾‍♂️ Após conversa com um rapaz do… Resenha completa,0
29 de maio de 2018,A cada atualização fica melhor estão de parabéns,1
28 de junho de 2016,Lento não atualiza rápido para completar as principais informações repassadas aqui necessitam de uma assinatura não há período de testes ou tempo para análise apenas o plano e pronto,0
30 de agosto de 2015, Quando tentei atualizar o calendário de dividendos demorou muito e não atualizou nada infelizmente não atende,0
3 de março de 2017,Testando o aplicativo a versao paga eu estou gostando,1
25 de agosto de 2020, faltou a opção acompanhamento em tempo real na bolsa de valores assim dava para saber como anda preço das ação ,0
4 de setembro de 2017, Que estamos investindo,0
15 de novembro de 2019,Excelente uma mão na roda para declarar meu ir esse ano,1
9 de maio de 2019, Recomendo,1
1 de janeiro de 2017, Tô com um problema o app pede constantemente a troca de senha do CEI foi trocada e no outro dia já pede novamente,0
25 de julho de 2018,Gosto porque vejo todos meus ativos gráficos etc pago um pouquinho e me ajuda bastante,1
10 de outubro de 2017,As vezes demora um pouquinho para atualizar mas me atende bem,0
24 de fevereiro de 2018,O Aplicativo sai da sincronização com o CEI frequentemente umas 3 vezes ao dia eu tenho que efetuar a sincronização,0
2 de janeiro de 2021, Isso incomoda bastante,0
7 de fevereiro de 2018,O aplicativo é interessante gosto bastante,0
9 de dezembro de 2017, Eu só não compreendo a dificuldade da atualização dos ativos,0
22 de março de 2019," Você recebe a notificação de que """"""""foram detectadas vendas ou compras"""""""" de determinados ativos mas eles continuam aparecendo na carteira",0
21 de março de 2021, Mesmo forçando a sincronização da carteira eles não sao… Resenha completa,0
19 de maio de 2020,Estou gostando muito desse aplicativo! Recomendo!,1
26 de janeiro de 2013,Experiencia agradável,1
25 de setembro de 2017,Ótimo melhor que todos os outros app,1
20 de fevereiro de 2019,Como faço para migrar para o plano gratuito? Depois que fiz a assinatura não é disponibilizado forma de cancelamento,0
24 de agosto de 2020,Completo!,1
11 de janeiro de 2019,Tive problemas com o app entrei no grupo do whatsapp do suporte e me negligenciaram,0
26 de setembro de 2018, Apareceu uma pessoa com patrimônio enorme e pediram até o e-mail dele para tentar solucionar,0
15 de setembro de 2018, Já o meu nem abriram os prints que eu mandei,0
26 de junho de 2016, Tentaram ajudar por cinco minutos,0
21 de setembro de 2019, Enfim recomendo que baixem o app pois… Resenha completa,1
13 de agosto de 2018,Gosto muito prático e fácil,1
26 de maio de 2020,O meu está bugado,0
15 de agosto de 2018, Apresenta resultados do,0
16 de julho de 2020,dia totalmente enlouquecidos,0
24 de fevereiro de 2016, Isso passou a ocorrer depois da ultima atualização,0
24 de janeiro de 2018,Excelente aplicativo,1
3 de agosto de 2016,Muito bom esse aplicativo ficaria melhor se o aplicativo cobrar o valor pra ser vip uma unica vez vitalicio Pagar todo mês dá pra mim não,1
24 de julho de 2019,Poderia ter opção de colocar a data para podermos avaliar o desempenho em determinado período,0
20 de novembro de 2020,Muito bom!,1
17 de outubro de 2017,Excelente App! Uso e recomendo! Muito Boa a opção de colocar ativos no radar com o preço que queremos,1
3 de maio de 2018,Sem palavras,0
1 de maio de 2016, Facilidade 100%,0
3 de outubro de 2017,Interface mau otimizada,0
6 de agosto de 2011,Excelente APP e agora com os próximos dividendos na página inicial ficou muito bom,1
31 de dezembro de 2017,Excelente app,1
12 de maio de 2017,!!! e o suporte dos responsáveis pelo app é incrível fazem de tudo para cada dia mais melhorar o app e fazem de tudo para resolver suas dúvidas ou qualquer problema que tiver,0
3 de abril de 2020, Obrigado e parabéns 👏👏👏👏,1
6 de dezembro de 2016,Ótimo app,1
22 de junho de 2020,Não está permitindo excluir uma carteira porque ?,0
25 de novembro de 2019,Amo o app pois ele me mostra os valores que tenho pra receber dos meus ativos,1
25 de novembro de 2019,Péssimo horrível,0
25 de novembro de 2019,Fantástico,1
17 de novembro de 2017,Aplicativo muito bom,1
17 de novembro de 2017,Otimo e vem melhorando cada vez mais,1
17 de novembro de 2017,Muito bom o app!,1
28 de março de 2021,Excelente app,1
29 de março de 2021,Top demais,1
27 de março de 2021, Parabéns para toda a equipe,1
31 de março de 2021, Gosto muito das funcionalidades,1
31 de março de 2021, Sigam firmes!,1
27 de março de 2021,Olá,0
27 de março de 2021, Faz falta a opção de tela escura,0
28 de março de 2021, A luz emitida em branco ofusca os olhos,0
31 de março de 2021,Super prático e funcional,1
27 de março de 2021,De todos apps de gestão de investimento esse foi o melhor que testei,1
28 de fevereiro de 2021,Muito bom o App em relação a outros apps o ativo demora um pouco mais aparecer na carteira,0
17 de março de 2021, Função seguir é interessante,0
18 de março de 2021,Bom,0
13 de março de 2021,O App Nei vou comenta e só baixar e ver testa eu achei show obrigado dividendos vocês são os cara e tudo em tempo real direto da bolsa,0
10 de março de 2021,Muito bom,1
23 de março de 2021, Atualiza sozinho só não consigo ver preço das ações para não precisar abrir H,0
14 de março de 2021, Broker,0
15 de março de 2021,Gostei bastante,1
22 de março de 2021, Mas na parte de Calendário Proventos B3 poderiam colocar uma busca por ação pois é embaçado ter que rolar a página toda para achar a ação que deseja,0
15 de março de 2021, Fora isso um ótimo trabalho!,1
2 de março de 2021,Muito bom,1
7 de março de 2021,É um dos melhores app que eu já encontrei 👏🏼👏🏼👏🏼,1
23 de fevereiro de 2021,Muito bom esse App poderia ser excelente se tivesse criptomoedas e ações globais,0
20 de fevereiro de 2021, Mesmo assim gosto muito!!,1
28 de fevereiro de 2021,Não consigo recuperar minha senha diz que o email é inválido! Tento fazer um novo cadastro e diz que o email já está cadastrado!,1
28 de fevereiro de 2021,Muito bom!,1
18 de março de 2021, Meus gráficos quase sempre dão erro ou não carregaram,0
16 de março de 2021, Mas gosto bastante!,1
16 de março de 2021,Aplicativo muito útil,1
22 de fevereiro de 2021,como faço para adicionar previdência (BB) que tenho ?,0
24 de fevereiro de 2021,Gosto do aplicativo,1
5 de março de 2021,Ja uso a 8 meses e agora nao abre mais nada ,0
5 de março de 2021,tenso viu,0
23 de março de 2021,ta pedindo um Token pra fazer senha nova onde vejo esse TOKEN?,0
4 de março de 2021,Muito bom mas estou com um problema,0
3 de abril de 2019, Pontos positivos: -Tem boa estabilidade -Tem bom design -Tem gráficos -Versão grátis sem enchimento de ads -Planos pagos bem acessíveis Pontos Negativos: - Não tem como adicionar nenhum investimento em renda fixa a não ser o Tesouro Direto,0
11 de junho de 2020,"Ótimo (só uma dúvida) no calendário dos dividendos após dezembro tem """"""""Ind""""""""",0
11 de agosto de 2018, O que significa?,0
27 de outubro de 2013,Maravilhoso fácil de mexer muito bem elaborado vocês estão de parabéns !,1
24 de outubro de 2014,Ótimo app,1
13 de junho de 2018,Ainda faltam muitos recursos que todos os outros aplicativos já tem,0
5 de outubro de 2015, Mas o aplicativo é excelente,1
12 de maio de 2015,O layout é muito legal porém a sincronização/atualização dos dados demora muito em relação a outros os apps do gênero,0
10 de janeiro de 2019,App não realiza o cadastro de novos usuários,0
25 de janeiro de 2015, Após inserir as informações ele carrega e nada acontece,0
23 de dezembro de 2014,Muito fácil pra acompanhar o preço porém não buscou os dividendos que recebi antes de começar usar o app,0
9 de outubro de 2015, Queria saber quanto recebi de dividendos desde q comecei investir e não desde quando comecei usar o app,0
1 de maio de 2014, Alguém pode me ajudar?,0
17 de fevereiro de 2019,Bom,1
23 de agosto de 2018,Gostei do estilo mas por que nâo mostra meus proventos?,0
12 de junho de 2018,Já recebi mais dividendos do q consta no app,0
21 de julho de 2019,O melhor App de controle de investimentos,1
20 de fevereiro de 2019, O único que traz tudo o que necessito,1
26 de maio de 2015,Preço justo aplicativo que tem todas as informações necessárias,1
7 de agosto de 2017, Parabéns pelo bom app,1
1 de março de 2019,Instalei no meu celular mas não consigo abrir no meu pc porque?,0
2019-10-16,Poderia melhorar o visual na hora de procurar pelos proventos recebidos ou a receber e dar mais informações sobre as ações e fundos como histórico pra facilitar a escolha do investidor e avaliar se compensa obter ou manter a ação ou fii,0
2019-10-16,Gosto muito da plataforma mas ainda o aplicativo está muito a desejar,0
2019-10-16, espero que com o tempo ele fique cada vez melhor,0
2019-10-15, Ah e o app pra smart tv Android não dá pra mudar o áudio e legendas,0
2019-10-12, Só consegui assistir dublado pelo Chromecast agora direto pelo app da Android tv não,0
2019-10-10, Espero que resolvam isso… Resenha completa,0
2019-10-09,Apesar de ter uma boa variedade de filmes a qualidade do vídeo e dos áudios nas versões dubladas são péssimos,0
2019-10-09, Atrasos nas dublagens e imagens pixeladas ,0
2019-10-03, Não recomendo ,0
2019-09-14,O conteúdo é ótimo não tenho do que reclamar mas o app precisa melhorar muito,0
2019-09-12, App pesado com bugs e sem opção de pausar retrosceder ou avançar o video,0
2019-09-10,Pior aplicativo de streaming,0
2019-09-04, Tentei várias vezes fazer uma assinatura e não consegui,0
2019-09-04, Ora diz que o cartão não é válido outra apresenta erro 400,0
2019-09-03, Depois de mais de 10 tentativas desisti,0
2019-08-30,Após muito tempo finalmente o app atualizou para a plataforma Android TV,0
2019-08-28, Na verdade foi portado do Android,0
2019-08-24,Esse aplicativo para Tv Box Android Tv é muito ruim tinha que atualizar ele se não vou cancelar minha assinatura eu gosto de ver na TV e o aplicativo na tv e muito ruim péssimo quando atualizarem para uma versão igual de celular dou mais estrelas,0
2019-08-24, Espero que leiam o que escrevi porquê pelo … Resenha completa,0
2019-08-18,Funciona no Android já no notebook cada vez que entro pelo Firefox registram novamente um novo dispositivo,0
2019-08-12, Alguns vídeos engasgam bastante no notebook (Firefox) o que não ocorreu no Android,0
2019-08-10, Durante 2 meses paguei o Plano Master mas não tive acesso ao aluguel gratuito prometido,0
2019-08-07, Então resolvi reduz… Resenha completa,0
2019-07-31,Péssimo! Extremamente lento pesado cheio de bugs! O tempo todo some a opção de assistir ao invés disso aparece a opção de alugar ou comprar mesmo com a assinatura ativa,0
2019-07-31, Aí você tem que fechar o aplicativo limpar o cache e voltar pra ele atualizar,0
2019-07-24, Nada prático! Também tem poucas séries,0
2020-03-17,Não funciona tenho parceria com operadora,0
2020-03-14," não funciona pra criar conta """"""""erro desconhecido""""""""",0
2020-03-14, propaganda enganosa e n foi por falta de tentativa,0
2020-03-14,Por favor atualizem o app para que possa baixar os conteúdos que eu já comprei para poder assistir offline,0
2020-03-14," O app até já tem uma aba escrita """"""""Download"""""""" que mostra os conteúdos que já foram baixados para poder assistir offline mas ainda não encontrei em lugar nenhum algum botão de baixar cada epi… Resenha completa",0
2020-03-13,Achi difícil de usar mesmo havendo vários outros aplicativos de streaming no mercado a plataforma se mantém pouco intuitiva porém o serviço que assino faz parte do meu pacote de serviços da operadora portanto não fico no prejuízo,0
2020-03-11, Porém não assinaria o programa se precisasse pagar,0
2020-03-09,O aplicativo é muito ruim! Antes de assinar pelo aplicativo tinha comprado o canal pelo Primevideo,0
2020-03-08, Cancelei porque travava demais e a legenda aparecia antes da imagem não tinha sincronismo! Decidi dar uma segunda chance assinando diretamente pelo app e já estou arrependida! Tem muito conteúdo po… Resenha completa,0
2020-03-08,É muito boom as séries e filmes o app e incrível tem opção de idiomas a imagem perfeita 🥰 mais porém não achei a série q eu quero tanto assistir,1
2020-03-07,O app não está funcional,0
2020-03-07,O aplicativo é péssimo,0
2020-03-05, Trava a cada minuto,0
2020-03-05, Aluguei o filme e não consegui sair dos 10 primeiros minutos,0
2020-03-05, Arrependimento dinheiro jogado fora falta de respeito com o cliente,0
2020-03-04, Não funciona na smart tv nem no celular,0
2020-03-04, Desinstalar essa 💩 do meu celular pq não presta,0
2020-03-04,Não comprem o app sempre dar problema toda vez que vai entrar o app exclui sua conta e vc tem que fazer o login novamente aí começa a dor de cabeça só dar erro,0
2020-03-04, Não gastem dinheiro a ideia e boa filmes bons mais sem suporte,0
2020-03-03,Depois de ver todos os comentários sobre o app desisti de assinar,0
2020-03-03, Eu tenho Netflix Vix Pluto Globoplay e Disney plus,0
2020-03-02, Ia assinar este por causa de uma série da BBC mas com todos os problemas apresentados aqui não vou nem tentar,0
2020-02-29, Todos os apps que tenho funcionam super bem atraves do celular p… Resenha completa,0
2020-02-29,Consegui plataforma maravilhosa app único,0
2020-02-29,Minha smart tv veio com Looke no menu,0
2020-02-28, Nunca soube do quê se tratava,0
2020-02-27, Agora com uma parceria promocional desse stream com a minha operadora TIM descobri as vantagens e a praticidade,0
2020-02-27, Muito bom! Parabéns Looke e Tim pela oferta!,1
2020-02-26,Não consigo fazer login no serviço com a minha conta da operadora (net claro hdtv) por isso não consigo usufruir do app,0
2020-02-26,Looke está abrindo e fechando no s10 isso não ocorria antes,0
2020-02-25, Deve ter sofrido alguma atualização,0
2020-02-25,Péssimo app,0
2020-02-25, Não dá pra assistir nada simplesmente para de funcionar,0
2020-02-25, Na televisão nem começa,0
2020-02-25, Não tem funcionalidade nenhuma,0
2020-02-25, Perda de dinheiro,0
2020-02-25,Fechando sozinho e criando outro ícone do app que não dá pra excluir,0
2020-02-25, Cheguei ficar com 4 ícones do app,0
2020-02-25, Desinstalei e ao reinstalar aconteceu de novo,0
2020-02-25,Essa última atualização tá bem melhor mais fluido,0
2020-02-25,Usei o app na SmatTv pra nunca mais,0
2020-02-25, Começo a assistir e do nada o filme pára trava e não vai mais ou do nada o app reinicia,0
2020-02-25, Quando tem que voltar tem que procurar o minuto que parou pois não volta onde parou,0
2020-02-25, Ainda bem que só aluguei não comprei,0
2020-02-25, Espero que melhore pois o acervo é bem ric… Resenha completa,0
2020-02-25,Péssimo app Fiz cadastro paguei a assinatura fui acessar na TV smart não consigo da usuário invalido,0
2020-02-24, No app do célula a mesma coisa usuário ou senha errado pior agora tem que ligar para cancelar a assinatura,0
2020-02-24, Nota zero,0
2020-02-24,Pq tiraram os créditos que vcs mesmo deram? Eu tinha 100 reais de créditos que ganhei de vocês e tiraram só para não gastarmos com o snyder cut bando de safados se vcs deram está dado! Até tiraram a opção de créditos que tinha,0
2020-02-23,ruim,0
2020-02-23, direto do site não roda na tv,0
2020-02-23, pra assistir só espelhando do celular a partir do aplicativo,0
2020-02-21, qualidade da imagem cai,0
2020-02-20,Se desse pra dar -5 estrelas eu daria aplicativo horrível aluguei filme e é tão lenta que nem consegui assistir o filme o tempo de 2 dias do aluguel começou a contar sem eu ter assistido 1 seg do filme pior plataforma pra se assistir um filme que eu já vi,0
2020-02-20,Péssimo trava o tempo todo,0
2020-02-20, E com outros app não ocorre,0
2020-02-19, Então não dá nem pra colocar a culpa na internet ,0
2020-02-19, É o app que é ruim mesmo,0
2020-02-18, Comprei raiva ao invés de filme,0
2020-02-18, Grrrr,0
2020-02-18, Por sorte não fiz assinatura,0
2020-02-18,Créditos sumiram! Tava até gostando da plataforma mas retiram todos os créditos sem motivo nenhum,0
2020-02-17,App péssimo e site pior ainda a quantidade de bugs e lentidão são desanimadoras 👎🏽,0
2020-02-17,Muitos bugs para serem corrigidos principalmente em relaçao à lentidão,0
2020-02-17,Péssimo usaram meus créditos com outro email falta de respeito com um cliente sacanagem derespeito oq vcs deixaram fazer agora não consigo assistir snyder CUT falta de respeito com os fãs do liga da justiça e falta de respeito com cliente sacanagem agitem isso quero meus créditos de volta empresa de… Resenha completa,0
2020-02-17,Aplicativo trava toda hora,0
2020-02-17, Se querem que a plataforma ganhe assinantes precisam consertar o app,0
2020-02-17,Tive problemas para assistir um filme que loquei e ninguém pra dar assistência,0
2020-02-17, Liguei várias vezes e nada,0
2020-02-17, Perdi meu dinheiro,0
2020-02-17,Horrível sou cliente da Tim esqueci a senha e simplesmente não tem onde solicitar nova senha ou está muito bem escondido pois só tem a opção pra quem é cliente direto pros parceiros não tem?,0
2020-02-17,Aluguei um filme que simplesmente não carrega,0
2020-02-16, Uma fraude um golpe lixo,0
2020-02-15, Essa empresa pratica o oposto da fidelização: quem já tentou assistir a um único filme não tentará nunca mais! Deve ser uma firma de fachada não é possível impossível se manter com um serviço que simplesmente não é prestado… Resenha completa,0
2020-02-14,NÃO ASSINEM !!!! Consegui assistir ao festival varilux numa boa tanto na tv quanto no celular mas no segundo semestre foi so perda de tempo,0
2020-02-14, nenhum filme carrega inteiro e quando carrega fica com legenda atrasada ou sem legenda,0
2020-02-14, NÃO ASSINEM,0
2020-02-14, !!! Como podem as empresas fazerem parceria com um a… Resenha completa,0
2020-02-11,O servidor do app é péssimo a imagem fica oscilando o tempo todo,0
2019-07-21,"Eu só descobri que minhas informações a partir deste site, incluindo o meu e-mail e senha foi localizado na darkweb, alertado pelo Credit sábio para que eu não recomendo este aplicativo a menos que queira sua informação roubada !!!!",0
2019-07-21,Fui informado de que houve uma violação de dados e minha informação foi encontrada na web escuro em 7-10-19,0
2019-07-21,Acabei de receber um email de meu banco dizendo que a AT MY PERSONAL INFO foi exposto ao Dark Web POR MEU FITNESS PAL! Eu nunca mais irei usar este aplicativo NOVAMENTE,0
2019-07-21,CUIDADO!!!!! #DARKWEB #AWFUL #INVASIONOFPRIVACY,0
2019-07-21,Eu não posso fazer login no aplicativo hou pode me ajudar?,0
2019-07-21,porque há restrição de idade? quando eu me inscrever e escrever meu aniversário (2004) ocorreu um erro,0
2019-07-21,então menor de idade não pode perder ou ganho de peso?,0
2019-07-21,"Um pop-up mantém abertura, inutilizável aplicativo",0
2019-07-21,Não é possível adicionar alimentos aftee digitalização de código de barras,0
2019-07-21,a comida aparece com nome e todos os detials mas quando clico em adicionar item desaparece,0
2019-07-21,"esta foi a principal atração para mim, então o aplicativo é inútil como é",0
2019-07-21,"Decidiu usar o aplicativo novamente e eu tentei redefinir minha senha, mas o link que me deram foi quebrado",0
2019-07-21,Agora eu só quero excluir minha conta,0
2019-07-21,deram informações pessoais das pessoas a não fazê-lo eles vão colocar suas informações de onde qualquer coisa sobre você sair lá fora,0
2019-07-21,2002 abaixo is not suppprted lmao,0
2019-07-21,uma violação de dados ocorreu em fevereiro 2018,0
2019-07-21,Meu e-mail foi exposto e encontrado na darkweb,0
2019-07-21,não pode fazer login usando o aplicativo,0
2019-07-20,Eu realmente odeio pal de fitness,0
2019-07-20,-lo constantemente congela ou o aplicativo não está funcionando,0
2019-07-20,"ele pode me levar até 20 minutos para registrar uma refeição, porque eu tenho que manter lidar com seus clitches",0
2019-07-20,A única razão pela qual eu usar este aplicativo é porque eu tenho um relógio Garmin de fitness e eles são compatíveis,0
2019-07-20,Realmente espero Garmin intensifica e cria um registro do alimento separado do pal de fitness,0
2019-07-20,porque lidar com o amigo de fitness está realmente começando a me fazer considerar a mudança de volta para um Fitbit,0
2019-07-20,log comida do Fitbit era confiável e simples,0
2019-07-20,Eu me inscrevi para a versão gratuita e tomaram 50 dólares de mim,0
2019-07-20,agora eu não posso obtê-lo de volta,0
2019-07-20,Eles apenas cobrada meu PayPal,0
2019-07-20,eu quero meu dinheiro de volta,0
2019-07-20,anos tomados não Assinatura autorizada,0
2019-07-20,Para uma aplicação tão popular eu esperaria que seja mais fácil para efetuar login no,0
2019-07-20,"Eu não era capaz de entrar com e-mail, número de telefone ou facebook e eu escrevo todas as minhas senhas para baixo assim que eu sei que eles estão corretos",0
2019-07-20,"Eu até tentei redefinir minha senha, a confirmação tem que i foi mudado e ainda não pode começar na aplicação 😞",0
2019-07-20,Aceitou um ensaio de 3 meses e foi cobrado um mês em,0
2019-07-20,chateado muito com a forma como sombra era,0
2019-07-20,Eu daria para este estrelas negativos se eu pudesse,0
2019-07-20,O site foi aparentemente violado e todos os dados do usuário comprometida,0
2019-07-20,Eu tinha que descobrir através do meu cartão de crédito dark web varredura em vez de ser dito pela empresa REAL,0
2019-07-20,"e, em seguida, eles fazem você saltar através de 17 aros apenas para excluir sua conta",0
2019-07-20,CUIDADO Não baixar !!!! Recebi um e-mail de crédito sábio afirmando que não são hackers nesta aplicativo roubando identificação ou *** A APP está vendendo suas informações para THE DARK mercado *** eles têm comprometido o meu e-mail e minha empresa de crédito tem a reconheceu e me avisa que é agora no mercado,0
2019-07-20,**** Não use este APP !! *** ler os comentários eu não sou o único,0
2019-07-20,"Tentando adicionar uma receita, diz ""erro, tente novamente mais tarde""",0
2019-07-20,Depois de todo o esforço de ingredientes adicionando um por um,0
2019-07-20,Sua mostrando valor totalmente falsa,0
2019-07-20,i julgado por coalhada (Dahi) e mostrando proteína 8 gramas em 100 gramas enquanto coalhada tem cerca de 3,0
2019-07-20,Eu estava blendly confiando thi aplicativo que agora eu não posso confiar nele mais,0
2019-07-20,"Eu só descobri do meu alerta de segurança, que este aplicativo compartilhado meu e-mail e informações para a web escura",0
2019-07-20,Graças a Deus eu tinha mentido sobre minhas informações pessoais,0
2019-07-20,-,0
2019-07-20,O que o procurou de nome de usuário faz esta aplicação falta estúpido ou é como Facebook as celebridades têm 99% deles (não pode ter o commeners tomá-los,0
2019-07-20,-,0
2019-07-20,-,0
2019-07-20,"Tenho uma notificação minha conta foi comprometida de uma violação de dados, eu não consigo tirar qualquer resolução assim, eu acho que eu excluir",0
2019-07-20,Eu não posso cancelar minha assinatura e Ive vindo a tentar cancelar esta por um par de meses,0
2019-07-20,"Fácil de entrar, difícil de sair",0
2019-07-19,"Mostre-me uma mensagem de erro (o endereço de email é inválido) quando eu me inscrever para o primeiro tempo, então eu não posso usá-lo, infelizmente 😥",0
2019-07-19,era um bom aplicativo para acompanhar a ingestão alimentar e exercício até que eu recebi um alerta,0
2019-07-19,Meu aptidão Pal requer o seu e-mail e informação,0
2019-07-19,Toda esta informação acabou no darkweb com o meu e-mail e senha,0
2019-07-19,Im agora um vict de roubo id diretamente ligada a este aplicativo,0
2019-07-19,eu não consigo logar-se a partir de um Samsin S4 ou Hauwai P8 Luz,0
2019-07-19,Keepa dizendo nome de usuário inválido escolher outro ao registrar,0
2019-07-19,CUIDADO !!! Este aplicativo vendido o meu endereço de e-mail para o web escuro,0
2019-07-19,eu tenho apenas a notificação do meu banco,0
2019-07-19,meu scanner de código de barras não estava trabalhando no aplicativo para que eu deletei o aplicativo e está instalado agora eu não consigo logar-se em tudo,0
2019-07-19,"Ele não vai me deixar fazer uma conta !! Portanto, seu inútil",0
2019-07-19,Mesmo eu não posso definir o meu nome de usuário,0
2019-07-19,"ele não tem todo o menu do restaurante separado como costumava, que era um uograde terrível",0
2019-07-19,este aplicativo é fleaky,0
2019-07-19,incapaz de sincronizar o meu relatório sobre nutrição exercício ect,0
2019-07-19,não vale US $ 50 por ano de assinatura em tudo,0
2019-07-19,"apoio é muito ruim continua dizendo há meses que eles estão trabalhando em questões, mas incapaz de corrigi-lo",0
2019-07-19,"dentro como 6mo período eu e bonitos como 5 pessoas diferentes de apoio todos degola para o mesmo jogo ""nós r trabalhando nisso"" seu ridículo",0
2019-07-19,"AVISO - eu excluído porque o meu endereço de e-mail e senha (e, provavelmente, de aniversário, uma vez que exigia) estão sendo negociadas na web escuro, como resultado de sua violação de dados em fevereiro",0
2019-07-19,este site foi violado e agora a web escura tem meu e-mail,0
2019-07-19,notificações push não pode desativar,0
2019-07-19,Eu desativado todos no menu e maldito ele se essa coisa não pingar 3 vezes por dia perguntando sobre minhas refeições,0
2019-07-19,"muitos tentaram de configurações, menus de ajuda, eu apenas desinstalei",0
2019-07-19,Eu não poderia mesmo CRIAR UMA CONTA,0
2019-07-19,O aplicativo não parava de dizer o meu e-mail era inválido que não era,0
2019-07-19,Eu verifico 10 vezes e tentou outros e-mails onde ele iria dizer a mesma coisa,0
2019-07-19,eles estão dupla cobrança me para um serviço que não é novo o suficiente para gastar o dinheiro em,0
2019-07-19,você pode fazer qualquer coisa este aplicativo faz em seu próprio país,0
2019-07-19,"não me deixou começar, só continua dizendo que meu e-mail está errado, tentei a minha outra conta, assim, a mesma coisa",0
2019-07-19,cartão de crédito foi cobrado antes da subscrição foi para cima,0
2019-07-19,I cancelada a subscrição dia era para ser renovado,0
2019-07-19,Então agora eu estou não subscritas mas cobrado pela assinatura!,0
2019-07-19,o que aconteceu Eu só subscrito por um ano e foi cobrado novamente por mais um ano sem o meu conhecimento,0
2019-07-19,"Não sei o que está acontecendo com este aplicativo, mas ele definitivamente tem alguns problemas e gostaria de obter ahold de alguém que pode me ajudar com isso",0
2019-07-19,O aplicativo estava funcionando bem por um tempo até os últimos dias,0
2019-07-19,Ele não vai me deixar adicionar nada,0
2019-07-19,"I pode adicionar coisas que já estão salvos, mas não novos itens",0
2019-07-19,Eu tentei fechar o aplicativo reiniciar o meu telefone e ele ainda não vai funcionar,0
2019-07-19,É muito frustrante que me leva 20 minutos para tentar acrescentar algo,0
2019-07-19,Ele sincroniza não mais adequadamente com Garmin Connect,0
2019-07-19,"Hoje, MyFitnessPal pensa que eu tenho andado 410 passos no total durante todo o dia, em vez do 7000 + I realmente fizeram",0
2019-07-19,"Eu não sou capaz de desligar os aplicativos, a fim de reconectar e re-sync",0
2019-07-19,"É ainda uma forma decente para controlar calorias, mas se eu não posso controlar adequadamente minhas atividades e calorias, eu vou ter que encontrar outro aplicativo",0
2019-07-18,"sincronizar questões, atividade de saúde Samsung não sincronização com aplicativo",0
2019-07-18,hum aparentemente meu material foi encontrado na web escuro através deste aplicativo por !!!!,0
2019-07-18,Sempre que eu tento criar minha conta isso não vai me deixar e ele diz que tente novamente mais tarde,0
2019-07-18,Eu tentei várias vezes e que o trabalho ainda não vai,0
2019-07-18,"Desde o início de julho 2019, este aplicativo foi carregado com falhas",0
2019-07-18,não vai me deixar fazer login no aplicativo,0
2019-07-18,i pode entrar no navegador da web,0
2019-07-18,então eu sei que não é minha culpa,0
2019-07-18,Eu realmente quero usar este aplicativo,0
2019-07-18,Eu usei MyFitnessPal desde por volta de 2014,0
2019-07-18,"tem sido bom até que as atualizações recentes, utilizando o scanner de código de barras eu recebo ""um erro ocorreu""",0
2019-07-18,tipo de tira todo o meu propósito para pagar por MFP,0
2019-07-18,"Este aplicativo é ótimo, mas por que não posso atualizá-lo para uma semana já?",0
2019-07-18,"Este aplicativo utilizado para ser bom, constantemente trava-se agora e acidentes",0
2019-07-18,Parece que tudo que você pressiona a ser sincronizada instantaneamente e você tem que esperar após cada imprensa,0
2019-07-18,nunca tive um aplicativo onde ele não me deixava criar um nome de usuário até agora,0
2019-07-18,O aplicativo não irá abrir ou carga quando eu precisar usá-lo,0
2019-07-18,Apenas gira e espera para sempre,0
2019-07-18,Estou muito desapontado como o meu Dr pede-me para usar este aplicativo,0
2019-07-18,É usado para o trabalho 😢,0
2019-07-18,Wouldnt deixe-me inscrever,0
2019-07-18,Eu coloquei em dois endereços de e-mail ativo e ambas as vezes foi dito que eles eram inválidos,0
2019-07-18,Fisicamente não pode criar uma conta agora,0
2019-07-18,Vou tentar novamente mais tarde e excluir ou alterar a minha análise se ele funciona,0
2019-07-18,-,0
2019-07-18,eu não sou capaz de efetuar login através do facebook e meu e-mail não está funcionando aqui ?????,0
2019-07-18,características despojado e colocá-los atrás de um paywall,0
2019-07-18,Terrível! não poderia mesmo se inscrever para uma conta,0
2019-07-18,"erros constantes, não é possível verificar agora etc",0
2019-07-18,desistiu e desinstalado,0
2019-07-18,"Transferido, para sempre preso em espera por favor",0
2019-07-18,"Então, não tinha ainda ter a chance de reutilização",0
2019-07-18,"Tentei várias vezes força de fechar e reiniciar, mas no final deu-se",0
2019-07-18,-,0
2019-07-18,lixo ele quer todas as minhas coisas pessoais que u não precisa de todo,0
2019-07-18,Esta falha para sincronizar o tempo todo,0
