DATA,COMENTÁRIO,CLASSIFICAÇÃO
2019-09-16,"Poderia, por favor ampliar as opções de refeições acrescentado?",1
2019-09-16,"Tenho 14 anos, mas ele não deixe-me colocar a minha data de nascimento quando eu quiser se inscrever",1
2019-09-13,Tem que colocar o login detalhes cada vez que abrir o aplicativo,1
2019-09-08,"Eu quero um contador de calorias, não a experiência facebook",1
2019-09-08,Este aplicativo deve ser para público em geral,1
2019-09-07,por que insistir para usar a senha de e-mail em vez de conta do facebook?,1
2019-09-05,"Nenhuma opção para digitar bday - se baseia exclusivamente em UI calendário que obriga a rolar para trás mês a mês, ano a ano",1
2019-09-04,Adicionar idioma árabe para o aplicativo,1
2019-09-04,Eu odeio como eles não dão-lhe uma opção para rastrear carboidratos líquidos,1
2019-09-03,Eu deveria ser capaz de registrar o que eu gostaria,1
2019-09-03,"Eu gosto de como ele é organizado e é fácil de usar, mas eu odeio a coisa aviso você começa quando você completar um diário e suas calorias estão sob seu limite !!!! Por favor, dê-nos uma opção para ignorar isso, porque algumas pessoas mal necessita de quaisquer calorias fricken",1
2019-09-02,Não lembrar sempre que eu colocar minha comida ou esqueceu,1
2019-09-01,"No app início pedindo-lhe altura e peso em unidades imperiais, sem capacidade de mudança",1
2019-09-01,Awful Eu tenho 16 anos e não vai funcionar coss da minha idade,1
2019-08-30,"Eles não têm quaisquer menus de restaurante e informação nutricional no aplicativo, enquanto a maioria estão disponíveis on-line",1
2019-08-27,"Bem, eu sou 14 e eu não posso inscrever-se por causa disso: /",1
2019-08-27,"Outras contras: há receitas partilha entre com os amigos, o que torna impossível amigos sharewith jantar eventos juntos; nenhum cálculo mesmo proposto para as calorias queimadas durante o exercício",1
2019-08-26,Ela não alow-me a registar porque im nascido em 2003,1
2019-08-26,Você não pode sequer fazer uma conta se o seu menor de 18 anos,1
2019-08-26,Precisa ser maior de 18 anos para ser capaz de usar este aplicativo: <,1
2019-08-24,"Eu tenho 16 anos e estava indo para usar isso para me ajudar com a minha rotina de dieta e exercício, mas eu não posso sequer passar o primeiro passo, porque a minha idade",1
2019-08-23,Eu não gosto que o does not aplicativo tem um contador de líquido carb,1
2019-08-23,Ele precisa desta habilidade o mais rápido possível !!!,1
2019-08-23,"Honestamente realmente gosta deste app, mas ele realmente precisa para chegar a uma atualização para rastrear carboidratos líquidos! Eu estive esperando esperando que cada nova atualização teria, mas eu poderia ter de mudar para uma aplicação diferente em breve",1
2019-08-22,"Ela carece de opções personalizáveis, mesmo quando pagar para o prémio",1
2019-08-21,"Incapaz de mudar de mensal para faturamento anual, não há nenhuma opção",1
2019-08-18,Eu só queria que quando você rápida adicionar algo que você pode adicionar um título ou nome,1
2019-08-18,does not permitem que você digite as calorias exatas que você consumidos,1
2019-08-18,Ela não permitir entradas manuais,1
2019-08-17,"Eu odeio que você precisa de uma conta para ele, por que ?!",1
2019-08-16,onde está a passos ou distância rastreador?,1
2019-08-15,"se os adolescentes não pode usar este aplicativo, por que dar a opção de escolher 2004 e maior se ele não deixá-lo ser que ""jovem"", eu sou 2004",1
2019-08-14,por que o tem que entrar em cada vez que eu abrir o aplicativo maldita? extremamente irritante,1
2019-08-11,Porque é que este aplicativo não é capaz de armazenar minha log em detalhes? Um aplicativo que eu uso várias vezes ao dia para registrar e alimentos pista não devem exigir o registo no,1
2019-08-10,Tornar esta aplicação mais segura !! (PS,1
2019-08-10,UX estúpido de calorias registrando - por que o usuário tem que escolher a partir de porções pré-definidos e não pode especificar o seu próprio? não pode simplesmente especificar gramas montante,1
2019-08-08,poderia ser melhor se eu pudesse postar uma foto minha progresso,1
2019-08-07,"Não vai permitir a entrada de teclado, quer",1
2019-08-06,Apps deve continuar a trabalhar quando seus servidores estão para baixo ou offline,1
2019-08-03,"Basta dar uma entrada de dados numéricos, em vez de ter que percorrer os 40 anos de calendários",1
2019-07-29,Pelo amor de Deus permitem-PAISAGEM Mode no ecrã de pesquisa !!!,1
2019-07-28,porque é que esta necessidade aplicativo wi-fi em todos os momentos,1
2019-07-24,PORQUE NÃO POSSO U desenvolvedores fazem ENTRANDO UR aniversário no esses aplicativos MAIS FÁCIL,1
2019-07-23,meus porções aint tão grande como alguns dos itens sugeridos leva muito tempo para encontrar o que estou procurando evennif i colocar o item Wold e eu não posso ajustar calorias com base no tamanho da porção em embalagens,1
2019-07-22,"Aparentemente eu tenho uma conta que eu ter esquecido, que é totalmente possível, mas não há nenhuma opção 'password esquecido'",1
2019-07-22,"Por favor, adicione a opção de ligar um contador de passos Mi Banda",1
2019-07-22,Não gramas por item de alimentos,1
2020-03-17,"Envia lembretes, mas onde você inserir seu material",3
2020-03-16,Essa tela é inevitável,3
2020-03-14,UI anterior um ano atrás era um layout muito melhor,3
2020-03-10,Muito difícil de usar,3
2020-03-10,Grupo de anúncios e facebook lixo,3
2020-03-10,Eu reduzi a minha classificação por causa dos novos anúncios intrusivos que permanecem na página em rosa brilhante com um contador de giro que se move de cima para baixo como o aplicativo é usado,3
2020-03-09,Lotes de anúncios de vídeo em tela cheia ultimamente,3
2020-03-09,"Tudo o que eu usá-lo para é cals madeireiras, que está ficando cada vez mais difícil à medida que mexer com a interface do usuário",3
2020-03-09,"irritante ""blog"" na tela inicial não pode ser removido",3
2020-03-05,Os anúncios são completamente fora de controle na versão gratuita,3
2020-03-04,Última atualização fez com que o aplicativo ffs massivamente mais complicadas!,3
2020-03-04,Fui para frangalhos: Por que eu preciso de GPS local a ser compartilhada para controlar calorias? E a publicidade,3
2020-03-03,Muitos anúncios indesejados não user-friendly,3
2020-03-01,"Além disso, o diário não está em mais da página inicial e que não é prático",3
2020-03-01,Eu não estou indo para rolar para trás 15 minutos para chegar à minha data de nascimento,3
2020-02-28,O app tem um pop-up incessante pedindo acesso à minha conta Google,3
2020-02-28,Cada I declínio vez que só aparece novamente,3
2020-02-26,"Cada vez que eu fiz a varredura de um código de barras ou entrado um item de cadeia (como Starbucks reduzido de gordura sanduíche de peru bacon breakfast) havia várias opções, todos com diferente teor calórico e informações nutrição ou a entrada seria diferente do que o rótulo nutricional",3
2020-02-26,Selecionando data de nascimento método de inscrição é ridículo,3
2020-02-26,Eu preciso para bater de volta arrow 75x365 vezes para chegar a data de nascimento correta,3
2020-02-25,Também agora é muito difícil de editar campos,3
2020-02-25,"Para confundir, continua tentando atualizações venda",3
2020-02-24,Indo downhill faste recentemente a maneira como eles estão jogando jogos com a mudança nos botões para levá-lo para coisas diferentes para ver seus anúncios estúpidos!,3
2020-02-24,Não é mais fácil de usar,3
2020-02-24,Levei um tempo para descobrir o que agora tenho que clicar no sinal de mais e pegar comida para que eu possa chegar à tela,3
2020-02-24,"Eu fui forçado para o aplicativo por causa disso e ele está desordenado, confuso, mal definidos lixo ad-montado",3
2020-02-24,"O banco de dados está poluída com maus entradas de usuários idiotas, o que torna difícil encontrar a comida com a informação correta",3
2020-02-24,"Eles também mudou o botão diário, a partir da tela inicial você não pode selecionar suas calorias na parte superior para ir para o seu diário, isso agora leva você para a nutrição",3
2020-02-24,Esta App cria popups de spam,3
2020-02-23,"Odeio a atualização !! Agora, quando você clicar sobre o dia em que você não pode simplesmente adicionar-lhe comida você tem que bater o sinal +, em seguida, adicionar alimentos",3
2020-02-23,"Caminho para muitas notificações, eu desinstalei",3
2020-02-23,"Este aplicativo costumava ser absolutamente maravilhoso, e eu perdi 30 libras usá-lo, mas desde que a atualização mais recente, é absolutamente desorganizado e impossível de uso",3
2020-02-22,"Tendo mfp usado por anos, eu estou achando a atualização mais recente v user-hostil! Eu não quero pular direto para macros na tela inicial, aceder rapidamente a meu diário foi muito mais útil! Posso também mais longos sem editar as refeições, o que significa que, em vez de simplesmente ajustando as quantidades de uma refeição que eu faço regularmente, agora tenho que criar uma nova refeição cada vez",3
2020-02-20,Após a atualização fevereiro 2020 os banners de anúncios são tão grandes que só pode ver uma entrada ingrediente no meu diário de cada vez,3
2020-02-20,A conveniência do aplicativo não existe mais die a este projeto,3
2020-02-20,Excluindo este e passar para mais usuário de aplicativo de design amigável que me permite à lista e olhar para as listas de alimentos em vez de apenas um item de cada vez,3
2020-02-20,Muito mais difícil e mais frustrante para uso,3
2020-02-20,"Sou capaz de lidar com os anúncios, porque eu nunca ter pensado que era subscrição dignos, mas esta nova versão é inutilizável para mim",3
2020-02-20,interface de usuário é totalmente inutilizável,3
2020-02-20,"75% coberto de anúncios, muitas vezes intrusiva para a tarefa que você está tentando realizar",3
2020-02-20,Eu nunca tive tanta dificuldade para tentar cancelar uma subscrição,3
2020-02-19,"Neste ponto, o aplicativo é um tracker peso glorificado congestionado com anúncios coxos",3
2020-02-19,Este aplicativo é realmente inconveniente e inútil,3
2020-02-18,É agora pouco funcional porque não há um anúncio de tela cheia ou a cada 3 ou 4 cliques de vídeo,3
2020-02-17,Para entrar um do nascimento Um precisa de mês de rolagem por mês do calendário a partir de um ano padrão de 1984,3
2020-02-17,mas a publicidade para sua versão premium é excessivo,3
2020-02-14,E o pior de tudo myfitnmesspal e underarmour não me importo o quão difícil é para operar,3
2020-02-14,Lixo não intuitiva e excluídos todos os progressos após um processo doloroso de entrar tudo em,3
2020-02-14,Clunnky e uma tarefa para contornar o enorme número de anúncios,3
2020-02-12,"A nova bandeira descoberta da receita é tão grande, tem um monte de espaço na tela e se torna irritante",3
2020-02-12,Update: agora eles me mandaram para notificações irrelevantes,3
2020-02-12,Fazendo má experiência do usuário ainda pior,3
2020-02-12,É uma tarefa absoluta tentando fazer logon nada,3
2020-02-11,"App bom, embora a inclusão de anúncios em vídeo para membros gratuitos vai acabar fazendo você quiser desinstalá-lo ou apenas usar o site",3
2020-02-10,A rotação da tela auto automática é horrível,3
2020-02-10,Substitui as configurações do sistema nativo,3
2020-02-10,O aplicativo só mantém publicidade e insistentemente lembrando-o de se inscrever para prêmio,3
2020-02-10,"Não há nenhuma maneira simples de apenas adicionar calorias, como Garmin Ligue lida com ingestão de água",3
2020-02-10,"Demais refeições, demais recibos, muitos dados alimentos desnecessários",3
2020-02-10,"E mais uma vez, a publicidade é tão chato",3
2020-02-09,"Para muitos no app ""comprar agora"" ""upgrade para"" quase cada clique",3
2020-02-08,"Não amigável, não vale a pena o tempo para sequer começar",3
2020-02-07,É muito difícil de cantar-se,3
2020-02-07,Update: O aplicativo agora o obriga a assistir anúncios em vídeo detestáveis,3
2020-02-04,Não sabe como usar muito complicado,3
2020-02-04,A interface em geral é desajeitado,3
2020-02-04,Muita swiping e clicando para chegar onde você quer,3
2020-02-04,"Em outras palavras, eu tenho que passar cerca de 20 itens de menu inúteis para chegar a amigos",3
2020-02-04,Os anúncios (quando necessário para um aplicativo gratuito) são sempre mais intrusivos do que poderia ou deveria ser,3
2020-02-04,"E eles estão sempre anunciando para ""Go Premium"" - não no local do anúncio, mas em toda parte na App GUI! Super chato",3
2020-02-01,Confundindo aplicativo !!!! nutriional valor errado gráfico l,3
2020-02-01,O acrescenta são ridículos,3
2020-01-31,"Além disso, os anúncios são um pouco invasivo se você estiver usando a versão gratuita",3
2020-01-28,Interface mais complicado com as refeições que não atualizar quando você adicionar alimentos,3
2020-01-28,pop-up anúncio é intrusivo e irritante,3
2020-01-28,"Já existem anúncios na tela inicial, por mais anúncios pop-up?",3
2020-01-28,"Além disso, não há modo escuro, o layout é uma monstruosidade competir e estou bombardeado com receitas e outras bobagens que eu não estou interessado remotamente",3
2020-01-28,Terrivelmente complicado e muito feio e desajeitado,3
2020-01-28,"Tenho certeza de que há alguma maneira de entrar comida, mas após 5 minutos de jogo ao redor Eu nunca achei",3
2020-01-28,Se eles estão indo para torná-lo tão intuitiva eu ​​não estou interessado,3
2020-01-25,anúncios obstrutivas página inteira quando você usa o aplicativo móvel,3
2020-01-23,Ficou irritado com tantas popups de prémio go,3
2020-01-22,É um aplicativo muito difícil de uso,3
2020-01-21,"Original: Como você parar de diária atormentando-lhe ""você não tenha registrado o seu jantar hoje?"" Olhei todas as configurações de notificação por e não consegui encontrar nada",3
2020-01-21,Faz-me tonto,3
2020-01-21,Difícil de encontrar produtos e pesos de mudança,3
2020-01-20,Nenhuma maneira eficiente para entrar em um de aniversário,3
2020-01-20,Difícil de alimentos específicos de entrada,3
2020-01-18,Difícil de optar por sair do uso de dados pessoais e determinados cookies para publicidade direcionados etc,3
2020-01-17,"Quando voltei das férias, em janeiro o formato era totalmente diferente e não amigável",3
2020-01-16,Excluindo alimentos a partir da seção meu alimentos é ridiculamente complicado,3
2020-01-15,Anúncios que são mega-intrusiva,3
2020-01-15,"Tudo o que você está fazendo, anúncios vai chamar mais e às vezes são altos",3
2020-01-14,Muito difícil de usar se você usar o sistema métrico,3
2020-01-13,Way muitos anúncios e atualizar para o pop-ups prémio,3
2020-01-13,"Muito difícil de adicionar alimentos, há benefícios adicionais sobre aplicativo Fitbit menos membro premium que é pagamento mensal",3
2020-01-12,"Os anúncios são intencionalmente feitos incrivelmente intrusiva e impossível fechar, mesmo se você instalar qualquer aplicativo que está sendo anunciado",3
2020-01-11,"Muitos anúncios e é tão chato! Além disso, Bit Fit é suposto para sincronizar com minha aptidão Pal mas claramente não",3
2020-01-09,"Não amigável, a primeira comida dei uma olhada no código de barras de informação errada tinha I apresentou uma correção e ainda tinha errado no meu diário",3
2020-01-09,"No geral, esta foi demorado e confuso",3
2020-01-09,Eu quero cancelar e é muito difícil,3
2020-01-08,Difícil de refeições Emter e difícil de cancelar,3
2020-01-08,"Agora, ele está se afogando em anúncios por 8 minutos antes de ver qualquer de suas atividades de amigos",3
2020-01-08,"Eu entendo que eles estão nessa para ganhar dinheiro, mas a agressividade de todos os anúncios que empurrão na sua cara não vale prémio vai para",3
2020-01-04,Eu continuo sendo bombardeados com anúncios de produtos farmacêuticos,3
2020-01-04,Imagens que retratam psoríase e asma são colocados na frente do meu rosto assim que eu abri-lo,3
2020-01-03,Eles pensam claramente cramming anúncios no aplicativo é mais importante do que fazê-lo funcionar corretamente,3
2020-01-02,Este aplicativo é uma bagunça!,3
2020-01-01,Agora cheia de anúncios e artigos distraindo,3
2020-01-01,Difícil de pontuação acesso funcionalmente,3
2019-12-31,Os anúncios tornam impossível usar,3
2019-12-31,A interface é desajeitado,3
2019-12-31,"Eu gosto da versão desktop, mas o aplicativo de telefone é muito difícil de uso",3
2019-12-30,Configurar é um pesadelo,3
2019-12-29,Eu não posso fazer os anúncios mais,3
2019-12-29,"Ele queria que a minha data de nascimento, assumiu que era em 1983 e, em seguida, me fez ir mês a mês para encontrá-lo",3
2019-12-28,"Além disso, disparar seu designer UX",3
2019-12-28,Tão difícil de usar,3
2019-12-27,mês de nascimento de instalação leva mais de 500 torneiras,3
2019-12-27,"É tão irritante, especialmente desde que eu tenho que desmarque a opção ""sim me enviar ofertas"" cada vez bem",3
2019-12-25,Difícil para mim para operar,3
2019-12-25,Quem em sã consciência pensou anúncios de vídeo em tela cheia auto jogo era uma boa idéia?,3
2019-12-23,e não vamos esquecer a constante add pop-ups cada vez que você tentar inserir o seu exercício diário,3
2019-12-21,Não é possível instalar manualmente data de nascimento,3
2019-12-21,Por que você deve anúncios pop-up em cada entrada de refeição,3
2019-12-20,Teclado é irritante quando a adição de alimentos / água / atividade,3
2019-12-20,"Edit: parece ser apenas a piorar, tanto quanto a usabilidade está em causa",3
2019-12-19,Eles fazem com que seja extremamente difícil de anular e eu nunca vou usar novamente ou recomendar devido a esta,3
2019-12-17,Os aparece botão desativado,3
2019-12-16,"O outro problema é o aplicativo em vender, irritante, se eu disser não quero dizer nenhum",3
2019-12-15,Nada além de irritantes anúncios que interferem,3
2019-12-15,Minha tela do telefone é de 6 polegadas de comprimento e eles projetaram este aplicativo com tanto lixo e anúncios que você só pode ver itens 3 de linha em seu diário em toda a tela inteira !!!! Este aplicativo realmente foi por água abaixo,3
2019-12-14,anúncios pop-up em tela cheia,3
2019-12-12,anúncios em tela cheia são irritantes,3
2019-12-12,"Última atualização introduziu espaços enormes, onde anúncios usados ​​para me no topo",3
2019-12-12,Não configurar amigável,3
2019-12-10,"Utilizado para ser um aplicativo bom, mas agora é por cima com anúncios",3
2019-12-07,Muito difícil de definir a sua data de nascimento não opti o n para seleccionar um ano teve que rolar para trás um mês de cada vez,3
2019-12-07,I têm sido constantemente bombardeados por popups para poder classificar esse aplicativo,3
2019-12-07,Acho que é mais difícil para o usuário do que qualquer aplicativo deve ser,3
2019-12-05,Sua difícil passar de um dia para o outro,3
2019-12-03,Muito desleixado e pouco profissional,3
2019-12-03,Difícil de usar de qualquer maneira significativa,3
2019-12-01,Me perseguir sobre refeições não madeireiras e exercício,3
2019-11-30,"Edit: dreno de bateria parece ser corrigido com a atualização, mas no geral a interface do usuário ainda é um pouco lento",3
2019-11-28,Recusei-me a rolagem através de um calendário a partir de 11 maio de 1983 todo o caminho de volta para junho 1956,3
2019-11-27,Tinha grande dificuldade tentando cancelar minha assinatura renovação automática,3
2019-11-25,Muito difícil de usar,3
2019-11-24,"Meu médico sugeriu-me para usar este aplicativo para gerenciar melhor o meu peso, mas eu não entendo como usar o aplicativo",3
2019-11-22,Um pesadelo se você está adicionando itens como você ir,3
2019-11-20,Empurra anúncios para o topo da minha tela,3
2019-11-18,Tão ruim de um aplicativo que eu não posso compreender quanto tempo levou para selecionar a minha data de nascimento,3
2019-11-18,"Um anúncio ou dois é bom, mas quando ele ocupa 3 / 4ths da usabilidade tela e limita total que é quando você sabe que um aplicativo é sobre a ganância, não ajudando as pessoas a controlar calorias",3
2019-11-17,5 minutos de rolagem para definir o meu nascimento ano parecia um pouco excessivo,3
2019-11-16,Muito difícil mudar um erro,3
2019-11-14,Pagos aos anúncios Stop - tem anúncios de qualquer maneira,3
2019-11-13,"Demais anúncios, demasiado caros para o prémio",3
2019-11-13,Características são caóticos e não agradável de usar,3
2019-11-12,99 para o ano! Não consegue encontrar em qualquer lugar para cancelá-lo !!! realmente cruz,3
2019-11-11,"Como chato ter que se inscrever e, em seguida, se solicitado a pagar",3
2019-11-09,Toooooooooooo muita dificuldade para assinar em,3
2019-11-07,Difícil de informação sobre os alimentos de entrada,3
2019-11-07,existem anúncios não parar,3
2019-11-06,Demasiados popups e anúncios,3
2019-11-04,ciclo carb é difícil,3
2019-11-02,Muito difícil de aprender,3
2019-11-02,"É muito difícil para selecionar a data de nascimento como eu tenho que percorrer cada mês e não há a opção de apenas selecionando um ano, você tem que passar por cada mês a partir de meados 1984",3
2019-11-02,"experiência do usuário terrível que é uma pena, porque eu tinha usado o site há alguns anos e que foi extremamente amigável",3
2019-11-01,Exige que você aceite rastreamento extremamente desnecessário e irrita-lo para forçar você a prémio de compra,3
2019-10-31,Em relação à usabilidade aplicativo é muito confuso e desordenado,3
2019-10-29,Eu não quero ouvir 20 notificações,3
2019-10-28,Pede para atualizar meus objetivos a cada 3 segundos,3
2019-10-28,Mesmo depois de salvar e atualizar ele solicita-lo novamente 3 segundos mais tarde,3
2019-10-26,"Encontrando dificuldades para atualizar meu diário, meu Estado, tudo",3
2019-10-25,Última atualização torna tão difícil de ler o código de barras,3
2019-10-22,"Infelizmente não há nenhuma opção para ""nenhuma estrela""! Anoying mensagem na minha página de configuração depois de preencher tudo ""duas vezes""! Hoje é dia tolos de abril?",3
2019-10-22,opção de ajuda não é realmente qualquer ajuda em tudo,3
2019-10-22,Parafuso um AP que permite que anúncios como esse,3
2019-10-20,Notificações e anúncios ficou fora de mão,3
2019-10-17,Este aplicativo tem muitas arestas e se sente muito datada,3
2019-10-17,"Além disso, este aplicativo é coberto em anúncios",3
2019-10-15,A alimentação está inchado com receitas e anúncios,3
2019-10-15,Então chato de usar,3
2019-10-15,Apenas on-line e é difícil de navegar quando não estiver em um computador,3
2019-10-13,Última atualização feita no texto tão pequeno sua ilegível a menos que eu usar a ampliação,3
2019-10-13,muitos anúncios e bs,3
2019-10-12,Eles recentemente mudou a fonte no aplicativo para minúscula e não há maneira de mudar-lo de volta ou torná-lo texto grande,3
2019-10-12,Eu não posso mais usar o aplicativo porque eu tive perda de visão e precisa do grande impressão,3
2019-10-12,Pessoas com baixa visão não pode usar este aplicativo,3
2019-10-10,Eu nunca iria pagar por isso e o fluxo contínuo de lixo que forçá-lo a vista na tela inicial,3
2019-10-02,Login e ajuda e recuperação de senha é atroz,3
2019-10-01,A IU é datado e convoluto,3
2019-10-01,"Eu não me importo se um aplicativo vende pago recursos extras para as pessoas que decidiram que, como a experiência, mas eles são colocados de forma agressiva e minhas impressões iniciais são de que este não é de todo justificado",3
2019-10-01,"Anúncios em todos os lugares, em várias páginas",3
2019-09-30,"Eu preciso ganhar peso por razões de saúde, e é incrivelmente frustrante para ser bombardeado com posts sobre a perda de peso o tempo todo, com nenhuma forma de desligá-lo",3
2019-09-29,"Enquanto isso, ele apenas me cobrado por mais um ano, e eu não posso encontrar este aplicativo em qualquer lugar para cancelá-lo, e não uma ligação trabalhando para ajudar",3
2019-09-25,"Em primeiro lugar, parece que você tem que bater em cada mês para chegar a sua data de nascimento e no meu caso, que foi de 36 torneiras",3
2019-09-25,Literalmente impossível fazer uma conta,3
2019-09-25,Faz refeição preparando uma verdadeira dor,3
2019-09-23,Interface é terrível em comparação com outros aplicativos de contagem de calorias,3
2019-09-23,"não pode facilmente adicionar o que eu tinha, em vez eu tenho que resolver através de uma longa lista",3
2019-09-19,"Utilizado para ser bom, mas agora está cheia de anúncios, paredes de subscrição e absurdo redes sociais",3
2019-09-18,"Não é fácil de adicionar receitas ou transferência para outro dia, muitos passos para adicionar alimentos",3
2019-09-17,Não foi possível encontrar onde procurar alimentos disponíveis no banco de dados aplicativo e digitalizar meus códigos de barras de alimentos,3
2019-09-17,alimentação App salta ao redor tanto que é difícil de ler qualquer coisa e os anúncios ocasionais assumiram a site-- e todos eles são de vídeo e principalmente junk,3
2019-09-16,"Isto costumava ser um ótimo aplicativo, mas eu continuo recebendo notificações push me dizendo para verificar meu progresso a cada 5 segundos e eu não sei por que",3
2019-09-16,Forças que você se inscrever para o boletim,3
2019-09-13,Muito complicado para mim,3
2019-09-08,É muito complicado,3
2019-09-06,Eu tentei fazer a minha própria comida para apenas ignorar o banco de dados e que torna muito difícil de fazer também,3
2019-09-06,Ele também faz com que seja difícil entrar em contato com eles sobre erros,3
2019-09-05,"Portanto, não posso facilmente acompanhar meus exercícios de minha engrenagem s3 smartwatch",3
2019-09-03,tha aplicativo mais difícil para cancelar,3
2019-09-02,muito difícil encontrar comida,3
2019-08-31,não pode inserir dados sem pop-up de anúncios para atualizar,3
2019-08-27,"Agora, a meta diária pop-up que verifica automaticamente para enviar e-mails para você é tão chato que eu não tenho vontade de usá-lo por mais tempo",3
2019-08-25,Incrivelmente annoing tentativas de fazer o usuário comprar a versão premium durante todo o aplicativo,3
2019-08-25,"Funcionalidade é grande, mas este é apenas maneira de irritante para ser utilizável",3
2019-08-22,"É realmente frustrante tentando adicionar alimentos a partir de uma base de dados composta de entradas de pessoas que entram em massa como volume e vjce versa, e permite entradas como uma peça, uma porção, uma xícara de torta de maçã, um pedaço, uma parte, uma fatia , meia torta",3
2019-08-19,É super chato e im fazendo tudo certo!,3
2019-08-19,não pode facilmente encontrar carboidratos em alimentos,3
2019-08-17,Também em alguns geral da pior UX lá fora,3
2019-08-17,Eu nunca encontrei um aplicativo que tem como muitos anúncios injetado em que o aplicativo em si tornou-se perdido e praticamente inutilizável,3
2019-08-17,"Eu estava realmente ansioso para dar este aplicativo ir vermelho quente, mas é óbvio que os criadores fizeram a versão gratuita de modo ad-centric é basicamente inutilizável e frustração leva você ao ponto onde você simplesmente pagar para a versão premium muito caro",3
2019-08-17,Alguns dos anúncios que você não pode excluir são desconcertante,3
2019-08-16,tentou excluir minha conta e cancelar minha assinatura e me envia em um goosechase selvagem em círculos e eu não posso cancelar !!!!,3
2019-08-13,o que é um aborrecimento para colocar em alguns dados,3
2019-08-12,Eu tenho que entrar novamente toda vez que eu quiser atualizar com meus exercícios e alimentos,3
2019-08-12,"O Widget ocupa 2 fileiras de ícones, enquanto está apenas a 1 linha de altura",3
2019-08-12,* A exibição diário rola sobre seu próprio inesperadamente tornando-se uma dor de fazer entradas,3
2019-08-11,"As funções de aplicativos são todos grandes, mas eu tenho que voltar a iniciar sessão várias vezes por dia, o que é realmente irritante",3
2019-08-07,user hostil até mesmo se inscrever! Não vou mês a mês de maio de 1983 para 1950,3
2019-08-07,Fonte demasiado pequeno para ver no telefone e ampliando-a não deixá-lo ver todo o conteúdo do ecrã,3
2019-08-07,"Unsubscribe é difícil no melhor e você será cobrado anualmente, até você descobrir isso",3
2019-08-07,Inutilizável agora com todos os vídeos extras e anúncios,3
2019-08-05,O conjunto conta-se processo é horrível,3
2019-08-03,O método de selecção data de nascimento foi escrita por um parvo,3
2019-08-03,Não é uma appilcation fácil de usar,3
2019-08-02,"tão chato, nunca teve um problema antes, mas estas últimas semanas têm sido de teste",3
2019-08-02,"não pode registrar, app é tão hostil",3
2019-07-29,"Eu costumava adorar este aplicativo, mas por causa dos anúncios, é muito estressante",3
2019-07-29,este aplicativo é tão confuso,3
2019-07-24,SEU UMA DOR NO A $ # TO tem que bater a seta para trás num calendário Para obter a data vc quiser,3
2019-07-24,muitos comerciais de junk food,3
2019-07-24,Eu também assinado acidentalmente-se para o prémio e levou um ato de Deus para cancelar,3
2019-07-23,"para acomodar os anúncios (eu acho que para sobreviver), a impressão ficou muito pequenas e muito ocupado! Depois de mais de 3 anos de tê-lo instalado, tenho desinstalado",3
2019-07-21,não é fácil de uso,3
2020-03-14,"Aplicação já começou a usar quase 2GB !! de dados por mês, tudo que faço é comida log! No aplicativo como este deve usar que muitos dados, especialmente porque alguns meses um tempo atrás são 20MB",4
2020-03-10,"Agora, o tempo de carregamento são absolutamente ridículo",4
2020-03-10,"Infelizmente, é chegado tão incrivelmente lento e buggy de que é praticamente inutilizável",4
2020-03-09,"Eu tive que desinstale este aplicativo que grande durante anos, mas desde que me Samsung S20 aplicativo está ficando grande tempo muito muito muito lento",4
2020-03-09,Leva uma eternidade para iniciar se você tiver um telefone antigo ou conexão fraca,4
2020-03-09,"Lento, mesmo com boa conexão",4
2020-03-09,bateria e devora dados drenos! deve ser o download de anúncios em vídeo no fundo,4
2020-03-09,"Meu plano móvel é em dados limitados, por isso, quando este aplicativo usa quase 1GB em uma semana que restringe meu uso para o resto do mês",4
2020-03-09,Por que isso usos de aplicativos tanto de dados de fundo?,4
2020-03-03,"Consums grande quantidade de dados móveis !!!! 2,5GB por dia",4
2020-03-03,Digitalizando os rótulos dos alimentos leva um longo tempo e na maioria das vezes não é possível encontrar o alimento; procurando a comida funciona ok,4
2020-03-01,O aplicativo usa enorme quantidade de transferência de dados (16 GB nos últimos 30 dias estatísticas)! Agora é congelamento praticamente a cada dois minutos,4
2020-02-29," desde algumas atualizações mais recentes, o aplicativo começa a abrandar n ainda pior, ele congela vezes many222! Eu realmente ter uma experiência desagradável com o aplicativo agora",4
2020-02-29,"Hoje, eu vi o aplicativo no meu telefone tem usado 11GB em fevereiro! dados de fundo estava fora, eu fechar o aplicativo depois de alimentos madeireiras, de modo que o aplicativo foi aberto apenas 5 minutos por dia",4
2020-02-29,"Eu também sou suspeito de por que, de repente, que demora tanto tempo para sincronização quando ele não costumava",4
2020-02-29,Por que demora tanto tempo e que dados está indo para trás e para cá?,4
2020-02-29,Ontem a minha cota diária 1gb internet acabado em 3 horas,4
2020-02-29,Então eu verifiquei o meu telefone estatísticas de uso de dados e descobrir este vírus foi myfitnesspal! Myfitnesspal usado 1 GB de dados em 3 horas,4
2020-02-28,Leva uma eternidade para carga,4
2020-02-28,"Enquanto eu desfrutar do aplicativo, que agora leva cerca de 5 minutos para que a carga e aberta",4
2020-02-28,I perder muito tempo de espera para logar minhas calorias,4
2020-02-28,", Leva uma eternidade para carregar",4
2020-02-27,Levando muito tempo para abrir,4
